Area Code,Area,All registrations,Austria,Belgium,Denmark,Finland,France,Germany,Greece,Italy,Luxembourg,Netherlands,Portugal,Rep of Ireland,Spain,Sweden,French Overseas Depts,Rep of Estonia,Czech Rep,Slovak Rep,Hungary,Rep of Latvia,Rep of Lithuania,Poland,Rep of Slovenia,Malta,Cyprus,Bulgaria,Romania,Switzerland,Norway,Iceland,Ukraine,Russian Federation,Rep of Armenia,Rep of Belarus,Rep of Moldova,Rep of Azerbaijan,Rep of Georgia,Turkey,Albania,Rep of Croatia,Rep of Bosnia-Herzegovina,Former Yug Rep of Macedonia,Serbia and Montenegro,Andorra,Monaco,Liechtenstein,Faroe Islands,Algeria,Angola,Benin,Bissau ..-Guinea-..,Botswana,Burkina Faso,Burundi,Cameroon,Cape Verde Islands,Central African Rep,Chad,Comoro Islands,Congo,Cote D Ivoire,Democratic Rep of Congo,Djibouti,Egypt,Equatorial Guinea,Eritrea,Ethiopia,Gabon,Gambia,Ghana,Guinea,Kenya,Lesotho,Liberia,Libya,Malagasy Rep,Malawi,Mali,Mauritania,Mauritius,Morocco,Mozambique,Namibia,Niger,Nigeria,Principe and Sao Tome,Rwanda,Senegal,Seychelles,Sierra Leone,Somalia,South Africa,St Helena and Deps,Sudan,Swaziland,Tanzania,Togo,Tunisia,Uganda,Zambia,Zimbabwe,Afghanistan,Arab Emirates,Bahrain,Bangladesh,Bhutan,Brunei,Cambodia,China Peoples Rep,_Macau,_Hong Kong,East Timor,India,Indonesia,Iran,Iraq,Israel,Japan,Jordan,North Korea,South Korea,Kuwait,Laos,Lebanon,Malaysia,_Sabah,Mongolia,Union of Myanmar ..-Burma-..,Nepal,Oman,Pakistan,Philippines,Qatar,Rep of Kazakhstan,Rep of Kyrgyzstan,Rep of Tajikistan,Rep of Turkmenistan,Rep of Uzbekistan,Saudi Arabia,Singapore,Sri Lanka,Syria,Taiwan,Thailand,Vietnam,Rep of Yemen,Maldive Islands,British Indian Ocean Islands,USA,Canada,Anguilla,Antigua,Argentina,Bahamas,Barbados,Barbuda,Belize,Bermuda,Bolivia,Brazil,Cayman Islands,Chile,Colombia,Commonwealth of Dominica,Costa Rica,Cuba,Dominican Rep,Ecuador,El Salvador,Falkland Islands and Deps,Grenada,Guatemala,Guyana,Haiti,Honduras,Jamaica,Mexico,Montserrat,Nevis - St Kitts-Nevis,Nicaragua,Panama,Paraguay,Peru,St Lucia,St Vincent and Grenadines,Suriname,Trinidad and Tobago,Turks and Caicos Islands,Uruguay,Venezuala,Virgin Islands ..-British-..,Australia,New Zealand,Fiji,Samoa,American Samoa,Tonga,Cook Islands,Micronesia ..-Sub Region-..,Papua New Guinea,Pitcairn,Solomon Islands,Vanuatu,Others and Unknown
00BD,Richmond upon Thames,2720,10,10,10,10,130,120,20,100,0,50,30,80,40,80,0,0,40,60,50,10,20,410,0,0,0,30,40,10,20,0,10,20,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,20,0,0,0,0,0,10,150,0,0,0,0,0,0,0,0,10,10,0,0,20,0,0,0,20,0,0,0,100,0,20,10,10,20,0,0,10,0,0,10,20,0,0,0,10,0,20,30,0,0,0,0,0,0,0,0,10,0,0,20,0,0,0,0,160,50,0,0,0,0,0,0,0,0,0,30,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,260,100,0,0,0,0,0,0,0,0,0,0,0
00BE,Southwark,9980,50,60,40,30,740,330,90,550,0,190,180,150,290,130,0,10,60,130,100,60,170,910,20,10,30,100,190,40,20,10,30,60,0,20,0,0,10,80,10,10,0,10,0,0,0,0,0,30,0,0,0,0,0,0,20,0,0,0,0,10,30,0,0,20,0,20,10,0,20,260,10,20,0,0,0,0,0,0,0,20,20,0,0,0,700,0,0,10,0,150,30,340,0,10,0,10,0,10,30,10,20,30,0,0,80,0,0,10,290,0,10,0,280,0,30,20,10,60,0,0,60,0,0,0,100,0,20,10,0,0,120,40,0,10,0,0,0,20,0,30,30,0,20,50,50,0,0,0,220,140,0,0,10,0,0,0,0,0,60,270,0,10,160,0,0,0,0,40,0,0,0,0,10,0,0,80,20,0,0,0,0,0,20,10,0,0,10,0,0,20,0,550,200,0,0,0,0,0,0,0,0,0,0,10
00BF,Sutton,1930,10,0,0,10,30,80,0,30,0,30,40,20,10,10,0,0,10,10,40,10,30,330,0,0,0,90,90,10,10,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,20,0,0,0,0,30,0,0,0,0,0,0,100,0,0,0,0,0,0,20,0,20,10,0,0,30,0,0,0,20,0,0,0,160,0,10,20,0,0,0,0,20,0,0,0,10,0,0,0,10,0,50,50,0,0,0,0,0,0,0,0,90,0,0,10,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,60,30,0,0,0,0,0,0,0,0,0,0,0
00BG,Tower Hamlets,13210,60,60,70,50,810,460,110,810,10,100,180,220,480,210,0,30,50,80,170,80,270,990,20,20,20,170,190,40,40,10,40,100,0,20,10,0,20,110,10,10,0,0,0,0,0,0,0,30,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,30,10,0,10,30,0,10,0,0,0,0,0,0,0,20,30,0,0,0,90,0,0,0,0,10,60,210,0,10,0,10,0,10,0,0,10,10,0,0,2120,0,0,0,410,0,10,0,720,10,10,10,20,120,0,0,40,0,0,20,120,0,10,10,30,0,190,40,0,10,20,0,10,100,0,70,10,0,20,50,30,0,0,0,290,190,0,0,10,0,0,0,0,0,10,330,0,10,110,0,0,10,0,10,0,0,0,0,0,0,0,10,30,0,0,0,0,0,10,0,0,0,10,0,0,10,0,900,280,0,0,0,0,0,0,0,0,0,0,0
00BH,Waltham Forest,12670,10,30,10,10,300,170,30,220,0,80,150,80,130,30,0,30,310,800,220,100,660,2510,0,0,20,840,1600,10,10,0,40,30,0,10,10,0,10,100,60,10,0,10,0,0,0,0,0,90,10,0,0,0,0,0,10,0,0,0,0,10,10,0,0,10,0,0,0,0,10,180,0,10,0,0,0,0,10,0,10,90,20,0,10,0,130,0,0,10,0,10,60,710,0,0,0,20,0,10,10,10,20,60,0,0,140,0,0,0,110,0,0,0,250,10,20,0,0,10,0,0,0,0,0,0,20,0,0,50,0,0,980,60,0,0,0,0,0,10,0,0,130,0,0,10,20,0,0,0,40,50,0,0,0,0,0,0,0,0,0,80,0,10,30,0,0,0,0,0,0,0,10,0,0,0,0,60,0,0,0,0,0,0,10,10,0,0,30,0,0,0,0,210,60,0,0,0,0,0,0,0,0,0,0,10
00BJ,Wandsworth,11630,30,30,30,30,510,450,60,520,0,150,170,310,180,100,0,20,100,150,130,30,80,1790,10,10,10,220,120,30,30,0,20,40,0,10,0,0,0,80,10,10,0,20,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,20,0,10,10,0,0,60,0,10,0,0,0,0,0,0,0,40,10,0,0,0,60,0,0,0,0,10,50,970,0,0,0,0,0,0,20,0,20,30,0,0,50,0,0,0,80,0,0,0,220,10,20,10,10,50,0,0,30,0,0,10,40,0,0,0,20,0,350,140,0,0,0,0,0,0,0,10,60,0,0,100,0,0,0,0,270,130,0,0,10,0,0,0,0,0,10,190,0,10,110,0,0,0,0,10,0,0,0,0,10,0,0,40,20,0,0,0,0,0,20,0,0,0,10,0,0,10,0,1830,780,0,0,0,0,0,0,0,0,0,0,0
00BK,Westminster,12070,60,70,70,50,1300,470,230,840,0,250,200,160,460,430,0,20,50,70,100,60,50,460,30,10,60,80,100,80,50,0,20,130,0,10,10,10,10,90,20,20,10,20,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,60,10,0,0,20,0,20,0,0,10,0,0,0,0,10,70,0,0,0,60,0,0,0,0,10,10,160,0,20,0,10,0,10,10,0,0,20,0,0,80,0,0,0,170,0,10,0,420,20,50,50,40,140,20,0,60,20,0,70,140,0,30,0,30,0,90,190,0,10,0,0,0,10,10,60,20,20,30,80,10,10,0,0,860,250,0,0,20,0,0,0,0,0,0,240,0,10,110,0,0,0,0,10,0,0,0,0,0,0,0,10,40,0,0,0,0,0,20,10,0,0,10,0,0,10,0,1370,310,10,0,0,0,0,0,0,0,0,0,10
A,North East,12230,30,30,20,30,250,220,60,140,0,80,110,130,110,50,0,20,250,340,100,70,180,3300,10,10,20,70,180,10,20,0,20,50,0,10,10,0,0,100,20,10,10,0,0,0,0,0,0,10,40,0,0,0,0,10,20,0,0,0,0,30,10,10,0,90,0,140,10,0,0,30,10,20,0,10,50,0,10,0,0,20,10,0,0,0,290,0,0,0,0,10,40,90,0,30,0,10,0,10,10,10,70,40,0,0,210,0,0,0,770,0,10,0,1670,60,140,80,10,30,10,10,30,10,0,10,300,0,0,20,20,0,370,200,0,0,0,0,0,0,0,10,170,10,60,150,40,10,0,0,160,70,0,0,0,0,0,0,0,0,0,20,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,10,0,0,0,0,0,0,10,0,170,40,0,0,0,0,0,0,0,0,0,0,20
B,North West,51180,70,120,100,60,920,860,200,580,0,400,660,660,700,200,0,80,1380,2960,970,530,790,18430,20,40,60,450,460,50,90,10,120,120,10,10,10,10,20,280,50,20,10,10,10,0,0,0,0,40,50,0,0,70,0,10,100,0,0,0,0,120,20,80,0,90,0,250,50,0,80,220,10,100,0,0,210,0,140,0,10,60,40,10,0,0,1020,0,20,10,30,30,290,460,0,80,0,50,10,40,50,50,260,200,0,0,710,0,0,0,1500,0,30,0,3280,20,360,320,50,110,50,20,70,30,10,30,440,0,130,70,80,10,3520,450,0,10,10,0,0,0,10,30,130,50,40,360,50,70,0,0,420,230,0,0,20,0,10,0,0,0,10,130,0,30,40,0,0,10,20,10,0,0,0,0,20,0,0,80,60,0,0,0,0,0,30,0,0,0,30,0,0,20,0,680,200,10,0,0,0,0,0,0,0,0,0,50
D,Yorkshire and the Humber,42160,70,80,60,50,560,450,150,380,10,250,340,250,330,130,0,60,860,3440,520,850,980,15900,20,10,30,220,460,30,50,10,90,110,10,20,10,10,0,160,50,10,10,10,0,0,0,0,0,40,60,0,0,50,0,20,70,0,0,0,0,90,20,70,0,70,0,290,50,0,80,280,30,110,0,10,70,0,90,0,0,40,30,0,0,0,590,0,10,10,0,20,190,300,0,100,0,50,0,20,50,80,400,200,0,10,340,0,0,0,1070,0,10,0,2290,40,350,440,20,60,40,10,50,10,0,20,450,0,0,70,410,0,3200,360,0,20,0,10,0,10,10,20,120,40,40,280,30,70,0,0,320,150,0,0,20,0,10,0,0,0,0,140,0,20,40,0,0,10,0,10,0,0,10,0,10,0,0,50,40,0,0,0,0,0,20,0,0,0,20,0,0,0,0,470,180,20,0,0,0,0,0,0,0,0,0,40
E,East Midlands,38450,60,50,70,30,600,530,110,300,0,270,660,220,220,150,0,110,770,2790,710,1000,1270,15990,20,30,50,380,840,30,50,10,70,100,0,20,30,0,10,180,70,20,10,10,0,0,0,0,0,20,10,0,0,20,0,10,60,0,0,0,0,30,0,20,0,50,0,50,20,0,50,220,10,150,0,0,50,0,120,0,0,30,30,10,0,0,520,0,0,10,0,20,140,340,0,40,0,100,0,20,30,40,280,140,0,0,240,0,0,0,780,0,0,0,2990,20,100,200,10,60,20,0,40,0,0,10,200,0,10,10,80,0,870,340,0,10,0,0,0,10,10,20,180,20,30,220,80,10,0,0,310,120,0,0,10,0,10,0,0,0,0,120,0,10,30,0,0,10,10,10,0,0,0,0,10,0,0,70,40,0,0,0,0,0,10,0,10,0,10,0,0,10,0,350,120,0,0,0,0,0,0,0,0,0,0,20
F,West Midlands,46630,80,130,110,50,900,700,140,280,0,620,460,250,340,210,0,70,670,2890,830,650,800,16490,20,20,40,1130,690,40,80,10,80,110,0,20,20,10,10,170,70,20,10,20,10,0,0,0,0,40,30,0,0,80,0,30,100,0,0,0,0,120,20,60,0,40,0,270,40,0,150,340,20,120,0,0,40,0,70,0,0,40,40,0,0,0,720,0,30,10,0,20,310,380,0,130,0,140,10,20,50,30,360,400,0,0,730,0,10,0,1080,0,10,0,3920,40,270,390,20,70,20,10,50,20,0,30,360,0,10,20,230,0,3010,360,0,0,0,0,0,0,0,20,290,20,40,260,60,100,0,0,260,190,0,0,10,0,10,0,0,0,0,110,0,20,10,0,0,10,10,10,0,0,0,0,20,0,0,260,40,0,10,0,0,0,10,10,10,0,20,0,0,10,0,370,140,20,0,0,0,0,0,0,0,0,0,40
G,East,51790,110,120,100,80,1000,940,180,750,0,350,1700,560,570,200,0,150,800,2580,1070,760,2750,17830,40,50,90,1010,880,90,60,10,220,170,0,60,130,10,10,300,140,40,10,50,10,0,0,0,0,50,10,0,10,50,0,0,40,10,0,0,0,40,0,20,0,90,0,10,10,0,70,380,10,130,0,0,0,0,70,0,10,100,40,0,10,0,900,0,0,0,10,10,30,870,0,20,10,60,0,20,40,70,410,150,0,0,620,0,0,0,920,0,10,0,3380,30,90,110,50,120,30,0,70,0,0,10,220,0,0,10,240,10,1370,670,0,20,0,0,10,60,0,30,320,20,40,380,50,0,0,0,790,300,0,0,20,10,10,0,0,0,10,230,0,20,50,0,0,10,10,10,0,0,10,0,30,0,0,90,70,0,0,0,0,0,30,10,20,0,40,0,0,20,0,860,370,10,0,0,0,0,0,0,0,0,0,30
H,London,272710,800,980,900,590,11950,6830,1600,9610,40,3440,4200,3770,4790,2820,10,440,2000,4320,4470,1410,6820,43780,270,190,640,7310,16060,720,770,80,590,1150,50,240,150,70,170,2860,810,230,80,220,150,0,0,0,0,760,120,20,0,110,10,20,340,10,0,10,0,300,250,150,10,380,0,430,260,20,260,3300,100,630,10,40,80,10,120,20,40,970,450,20,40,10,6970,20,40,100,20,470,1540,6360,0,180,10,400,20,120,490,240,590,1460,10,20,5510,10,10,30,3290,0,70,0,19670,190,1060,610,520,1440,130,60,980,110,0,370,1280,0,250,370,2700,20,8430,2440,0,130,80,10,70,390,50,410,3560,230,230,1120,360,60,10,0,5450,2490,0,10,250,20,80,0,10,10,190,3680,10,150,2060,10,10,80,70,250,10,0,80,10,120,0,10,1170,410,0,10,10,20,10,240,180,50,0,400,0,20,210,0,15900,5760,30,0,0,0,0,0,0,0,0,0,180
J,South East,82830,210,230,200,210,2340,2190,380,1510,10,770,1360,770,1340,470,0,160,1520,3630,1810,910,1580,24290,70,110,90,1720,1750,150,120,20,210,320,20,50,40,20,20,560,180,50,20,80,10,0,0,0,0,120,10,0,0,80,10,10,80,0,0,0,0,20,10,20,0,130,0,40,20,0,160,670,10,260,0,10,50,0,90,0,10,250,90,0,20,0,990,0,10,20,10,30,100,2340,0,90,10,220,0,50,110,120,670,270,0,10,670,10,0,0,1770,0,40,0,5340,70,300,150,60,270,50,10,160,10,0,50,420,0,10,30,2540,0,2160,1290,0,30,10,0,10,70,10,90,610,80,90,670,80,10,0,0,1510,630,0,0,100,10,30,0,0,0,10,640,0,50,190,0,0,10,10,20,0,0,10,0,30,0,0,130,110,0,0,0,0,0,60,20,40,0,80,0,10,100,0,2050,790,220,0,0,0,0,0,0,0,0,0,40
K,South West,38900,70,70,70,60,1010,880,120,640,0,260,940,320,800,200,0,100,750,1860,930,370,740,15750,20,40,40,450,570,70,60,20,190,150,10,30,20,0,10,380,50,10,10,0,10,0,0,0,0,20,10,0,0,20,0,0,30,0,0,0,0,10,10,10,0,70,0,60,10,0,70,100,10,90,0,0,30,0,20,0,0,30,30,0,10,0,210,0,10,0,10,20,220,700,0,30,0,20,0,20,20,20,150,60,0,0,250,0,0,0,1080,0,10,0,1690,30,100,90,30,100,20,0,110,10,0,10,260,0,0,10,320,0,300,650,0,20,10,0,0,40,0,20,90,30,50,370,50,10,0,0,420,240,0,0,50,0,10,0,0,0,10,460,0,20,130,0,0,10,0,40,0,0,0,0,10,0,0,80,40,0,0,0,0,0,20,10,20,0,20,0,0,40,0,820,350,40,0,0,0,0,0,0,0,0,0,20
923,Scotland,52410,110,90,120,100,1170,990,240,650,10,370,320,1280,1060,320,0,90,1090,2090,1020,620,970,20980,30,70,20,570,590,90,90,30,150,180,10,20,20,30,20,240,30,30,10,30,10,0,0,0,0,130,30,0,0,40,0,20,30,0,0,0,0,80,20,60,0,100,0,90,20,0,30,100,10,70,0,0,40,0,40,0,0,10,30,0,10,0,1270,0,40,0,10,30,180,560,0,40,10,30,0,20,50,40,120,90,0,0,140,0,10,0,1620,0,10,0,3350,50,220,140,30,110,20,10,50,10,0,30,400,0,0,10,150,10,1200,270,0,40,10,0,10,10,0,40,160,30,60,200,30,10,0,0,1040,710,0,0,40,0,0,0,0,0,10,110,0,20,30,0,0,10,0,10,0,0,0,0,10,0,0,20,60,0,0,0,0,0,20,0,0,0,20,0,0,40,0,1680,580,10,0,0,0,0,0,0,0,0,0,50
922,Northern Ireland,17640,10,20,10,10,220,180,20,100,0,60,360,880,170,30,0,30,370,1760,450,370,1600,8380,0,0,0,140,110,10,10,0,70,30,0,0,10,0,0,30,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,70,0,10,0,0,0,10,10,10,20,10,0,0,30,0,0,0,320,0,0,10,490,10,30,10,0,10,10,0,0,0,0,0,60,0,0,10,20,0,30,250,0,0,0,0,0,0,0,0,20,0,10,40,0,0,0,0,160,90,0,0,10,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,70,10,0,0,0,0,0,0,0,0,0,10
924,Wales,16350,20,30,20,30,310,280,60,180,0,130,290,320,210,50,0,30,330,830,290,90,260,6050,10,20,20,100,190,20,30,0,20,50,0,0,0,0,0,140,10,0,10,10,0,0,0,0,0,10,10,0,0,20,0,0,10,0,0,0,0,10,0,10,0,50,0,70,10,0,20,50,10,40,0,10,30,0,10,0,0,10,20,0,0,0,250,0,10,0,0,10,100,150,0,60,0,20,0,10,10,30,60,40,0,0,220,0,0,0,530,0,10,0,1560,10,100,110,10,40,30,0,40,0,0,20,180,0,0,10,170,10,360,230,0,10,0,0,0,0,0,10,70,10,10,160,10,30,0,0,160,130,0,0,10,10,0,0,0,0,0,30,0,10,10,0,0,10,0,10,0,0,0,0,10,0,0,10,10,0,0,0,0,0,10,0,0,0,10,0,0,0,0,210,110,10,0,0,0,0,0,0,0,0,0,20
Overseas Residents,Overseas Residents,9800,50,60,40,40,530,490,30,300,0,140,50,660,280,130,0,30,340,500,150,160,280,3510,0,10,0,410,160,40,10,0,30,30,0,10,10,0,0,20,0,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,30,0,0,0,120,0,0,0,0,10,0,0,10,0,0,0,20,0,0,0,10,0,10,10,0,0,0,0,0,0,0,0,10,0,0,20,0,0,0,0,100,100,0,0,20,0,0,0,0,0,0,30,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,70,30,0,0,0,0,0,0,0,0,0,10
926,UK,733090,1660,2020,1820,1360,21770,15530,3290,15400,80,7130,11460,10060,10920,4960,10,1380,11130,29990,13310,7790,19030,210660,540,590,1110,13960,22950,1380,1440,200,1860,2550,110,500,460,180,270,5420,1470,450,190,460,250,0,0,0,0,1260,380,40,20,560,20,150,900,20,0,20,0,860,360,520,20,1180,0,1690,480,30,990,5720,210,1730,30,90,650,20,770,30,80,1560,830,50,100,20,13760,30,170,170,100,670,3130,12750,0,830,50,1100,60,370,910,740,3390,3050,10,50,9700,30,50,50,14790,0,240,10,49760,550,3120,2650,820,2440,420,140,1680,190,20,600,4580,0,440,650,6980,60,24830,7510,10,300,120,30,100,600,100,700,5710,550,710,4240,850,370,30,0,11090,5460,0,30,560,60,170,0,30,10,250,5750,20,350,2600,20,30,180,140,380,20,0,120,30,270,10,20,1960,910,10,20,20,40,20,460,240,170,10,670,0,40,460,0,24100,8770,410,10,0,20,0,10,10,10,0,0,500
